id,timestamp,symbol,price,volume
188,1721550112,1,179,754
189,1721550113,2,997,597
190,1721550114,3,734,823
191,1721550115,4,855,492
192,1721550116,1,288,147
193,1721550117,2,774,239
194,1721550118,3,313,905
195,1721550119,4,733,527
196,1721550120,1,222,180
197,1721550121,2,771,679
198,1721550122,3,885,968
199,1721550123,4,855,777
200,1721550124,1,71,249
201,1721550125,2,311,264
202,1721550126,3,631,868
203,1721550127,4,331,462
204,1721550128,1,724,836
205,1721550129,2,210,214
206,1721550130,3,614,511
207,1721550131,4,646,730
208,1721550132,1,935,860
209,1721550133,2,218,809
210,1721550134,3,50,274
211,1721550135,4,316,944
212,1721550136,1,252,159
213,1721550137,2,742,943
214,1721550138,3,567,868
215,1721550139,4,853,428
216,1721550140,1,684,635
217,1721550141,2,635,205
218,1721550142,3,133,216
219,1721550143,4,697,714
220,1721550144,1,740,829
221,1721550145,2,969,725
222,1721550146,3,725,948
223,1721550147,4,641,141
224,1721550148,1,559,370
225,1721550149,2,974,257
226,1721550150,3,308,787
227,1721550151,4,450,122
228,1721550152,1,769,999
229,1721550153,2,145,532
230,1721550154,3,76,652
231,1721550155,4,118,321
232,1721550156,1,215,583
233,1721550157,2,580,575
234,1721550158,3,854,442
235,1721550159,4,754,997
236,1721550160,1,404,489
237,1721550161,2,125,636
238,1721550162,3,388,254
239,1721550163,4,273,987
240,1721550164,1,448,683
241,1721550165,2,170,699
242,1721550166,3,537,960
243,1721550167,4,753,442
244,1721550168,1,628,165
245,1721550169,2,811,733
246,1721550170,3,974,754
247,1721550171,4,598,157
248,1721550172,1,347,225
249,1721550173,2,607,811
250,1721550174,3,802,343
251,1721550175,4,801,462
252,1721550176,1,826,177
253,1721550177,2,924,934
254,1721550178,3,634,508
255,1721550179,4,873,777
256,1721550180,1,695,328
257,1721550181,2,84,752
258,1721550182,3,903,544
259,1721550183,4,759,145
260,1721550184,1,558,374
261,1721550185,2,362,649
262,1721550186,3,551,696
263,1721550187,4,484,280
264,1721550188,1,649,561
265,1721550189,2,178,325
266,1721550190,3,671,406
267,1721550191,4,524,399
268,1721550192,1,991,412
269,1721550193,2,873,713
270,1721550194,3,754,271
271,1721550195,4,959,623
272,1721550196,1,739,661
273,1721550197,2,305,652
274,1721550198,3,360,969
275,1721550199,4,595,784
276,1721550200,1,914,289
277,1721550201,2,477,784
278,1721550202,3,355,817
279,1721550203,4,795,552
280,1721550204,1,378,433
281,1721550205,2,80,658
282,1721550206,3,660,879
283,1721550207,4,690,532
284,1721550208,1,424,415
285,1721550209,2,991,987
286,1721550210,3,200,797
287,1721550211,4,219,119
288,1721550212,1,355,878
289,1721550213,2,295,257
290,1721550214,3,725,756
291,1721550215,4,158,395
292,1721550216,1,780,357
293,1721550217,2,161,257
294,1721550218,3,833,294
295,1721550219,4,300,458
296,1721550220,1,540,401
297,1721550221,2,107,457
298,1721550222,3,159,750
299,1721550223,4,648,679
300,1721550224,1,559,435
301,1721550225,2,609,382
302,1721550226,3,263,655
303,1721550227,4,432,727
304,1721550228,1,638,405
305,1721550229,2,649,869
306,1721550230,3,678,770
307,1721550231,4,936,108
308,1721550232,1,590,597
309,1721550233,2,185,718
310,1721550234,3,480,727
311,1721550235,4,401,362
312,1721550236,1,757,889
313,1721550237,2,571,768
314,1721550238,3,245,452
315,1721550239,4,260,771
316,1721550240,1,560,913
317,1721550241,2,699,532
318,1721550242,3,620,860
319,1721550243,4,516,167
320,1721550244,1,169,971
321,1721550245,2,927,430
322,1721550246,3,772,242
323,1721550247,4,455,292
324,1721550248,1,772,393
325,1721550249,2,729,312
326,1721550250,3,859,525
327,1721550251,4,742,759
328,1721550252,1,394,475
329,1721550253,2,633,756
330,1721550254,3,901,255
331,1721550255,4,694,679
332,1721550256,1,638,823
333,1721550257,2,212,307
334,1721550258,3,361,454
335,1721550259,4,988,283
336,1721550260,1,942,464
337,1721550261,2,330,238
338,1721550262,3,318,928
339,1721550263,4,194,444
340,1721550264,1,110,598
341,1721550265,2,866,147
342,1721550266,3,668,788
343,1721550267,4,224,894
344,1721550268,1,322,745
345,1721550269,2,177,532
346,1721550270,3,205,773
347,1721550271,4,854,743
348,1721550272,1,117,421
349,1721550273,2,626,396
350,1721550274,3,693,896
351,1721550275,4,370,486
352,1721550276,1,939,953
353,1721550277,2,124,554
354,1721550278,3,650,495
355,1721550279,4,478,160
356,1721550280,1,317,458
357,1721550281,2,78,604
358,1721550282,3,246,115
359,1721550283,4,106,128
360,1721550284,1,790,580
361,1721550285,2,621,486
362,1721550286,3,643,118
363,1721550287,4,357,403
364,1721550288,1,385,607
365,1721550289,2,214,718
366,1721550290,3,229,141
367,1721550291,4,835,330
368,1721550292,1,701,567
369,1721550293,2,346,812
370,1721550294,3,347,346
371,1721550295,4,448,622
372,1721550296,1,348,278
373,1721550297,2,801,490
374,1721550298,3,426,204
375,1721550299,4,169,466
376,1721550300,1,391,826
377,1721550301,2,847,578
378,1721550302,3,263,346
379,1721550303,4,769,288
380,1721550304,1,190,239
381,1721550305,2,139,833
382,1721550306,3,919,834
383,1721550307,4,264,931
384,1721550308,1,642,930
385,1721550309,2,844,636
386,1721550310,3,829,541
387,1721550311,4,90,475
388,1721550312,1,368,366
389,1721550313,2,147,482
390,1721550314,3,960,568
391,1721550315,4,422,897
392,1721550316,1,323,998
393,1721550317,2,118,134
394,1721550318,3,64,257
395,1721550319,4,799,316
396,1721550320,1,729,697
397,1721550321,2,956,216
398,1721550322,3,120,1000
399,1721550323,4,965,392
400,1721550324,1,454,215
401,1721550325,2,663,548
402,1721550326,3,880,791
403,1721550327,4,199,224
404,1721550328,1,687,212
405,1721550329,2,258,661
406,1721550330,3,763,681
407,1721550331,4,327,970
408,1721550332,1,976,570
409,1721550333,2,923,420
410,1721550334,3,283,531
411,1721550335,4,161,256
412,1721550336,1,529,768
413,1721550337,2,348,882
414,1721550338,3,253,973
415,1721550339,4,164,475
416,1721550340,1,607,163
417,1721550341,2,445,755
418,1721550342,3,602,603
419,1721550343,4,860,605
420,1721550344,1,200,447
421,1721550345,2,455,522
422,1721550346,3,741,195
423,1721550347,4,380,848
424,1721550348,1,870,562
425,1721550349,2,291,699
426,1721550350,3,712,719
427,1721550351,4,263,508
428,1721550352,1,878,458
429,1721550353,2,148,764
430,1721550354,3,168,530
431,1721550355,4,964,694
432,1721550356,1,942,733
433,1721550357,2,104,234
434,1721550358,3,169,825
435,1721550359,4,670,228
436,1721550360,1,968,129
437,1721550361,2,986,295
438,1721550362,3,911,910
439,1721550363,4,817,663
440,1721550364,1,389,149
441,1721550365,2,922,702
442,1721550366,3,152,862
443,1721550367,4,456,869
444,1721550368,1,500,475
445,1721550369,2,186,387
446,1721550370,3,546,328
447,1721550371,4,423,788
448,1721550372,1,858,235
449,1721550373,2,550,563
450,1721550374,3,648,464
451,1721550375,4,404,600
452,1721550376,1,134,891
453,1721550377,2,358,938
454,1721550378,3,192,267
455,1721550379,4,385,636
456,1721550380,1,77,667
457,1721550381,2,676,506
458,1721550382,3,917,444
459,1721550383,4,833,469
460,1721550384,1,573,470
461,1721550385,2,393,210
462,1721550386,3,222,234
463,1721550387,4,814,732
464,1721550388,1,772,127
465,1721550389,2,284,841
466,1721550390,3,657,356
467,1721550391,4,573,514
468,1721550392,1,426,438
469,1721550393,2,964,200
470,1721550394,3,56,815
471,1721550395,4,244,123
472,1721550396,1,179,856
473,1721550397,2,820,963
474,1721550398,3,429,892
475,1721550399,4,362,447
476,1721550400,1,525,851
477,1721550401,2,114,656
478,1721550402,3,951,447
479,1721550403,4,124,999
480,1721550404,1,727,871
481,1721550405,2,981,440
482,1721550406,3,671,384
483,1721550407,4,887,484
484,1721550408,1,285,965
485,1721550409,2,609,774
486,1721550410,3,304,590
487,1721550411,4,497,541
488,1721550412,1,672,600
489,1721550413,2,439,681
490,1721550414,3,786,668
491,1721550415,4,408,834
492,1721550416,1,144,622
493,1721550417,2,531,588
494,1721550418,3,773,156
495,1721550419,4,455,287
496,1721550420,1,262,578
497,1721550421,2,306,632
498,1721550422,3,115,256
499,1721550423,4,562,769
500,1721550424,1,963,674
501,1721550425,2,822,291
502,1721550426,3,519,178
503,1721550427,4,898,150
504,1721550428,1,974,201
505,1721550429,2,720,175
506,1721550430,3,661,420
507,1721550431,4,943,429
508,1721550432,1,512,461
509,1721550433,2,556,877
510,1721550434,3,422,900
511,1721550435,4,944,391
512,1721550436,1,518,195
513,1721550437,2,863,687
514,1721550438,3,988,463
515,1721550439,4,988,533
516,1721550440,1,936,239
517,1721550441,2,86,422
518,1721550442,3,831,998
519,1721550443,4,454,361
520,1721550444,1,154,547
521,1721550445,2,238,155
522,1721550446,3,162,289
523,1721550447,4,197,413
524,1721550448,1,156,287
525,1721550449,2,391,197
526,1721550450,3,726,488
527,1721550451,4,554,425
528,1721550452,1,522,306
529,1721550453,2,73,176
530,1721550454,3,506,158
531,1721550455,4,881,306
532,1721550456,1,256,927
533,1721550457,2,403,271
534,1721550458,3,558,264
535,1721550459,4,520,259
536,1721550460,1,781,390
537,1721550461,2,383,903
538,1721550462,3,615,705
539,1721550463,4,185,812
540,1721550464,1,695,117
541,1721550465,2,318,923
542,1721550466,3,467,843
543,1721550467,4,730,728
544,1721550468,1,343,175
545,1721550469,2,931,772
546,1721550470,3,290,616
547,1721550471,4,325,788
548,1721550472,1,240,480
549,1721550473,2,600,188
550,1721550474,3,213,979
551,1721550475,4,66,651
552,1721550476,1,479,834
553,1721550477,2,946,944
554,1721550478,3,471,641
555,1721550479,4,526,964
556,1721550480,1,760,986
557,1721550481,2,658,463
558,1721550482,3,315,790
559,1721550483,4,429,965
560,1721550484,1,208,274
561,1721550485,2,959,336
562,1721550486,3,607,357
563,1721550487,4,249,545
564,1721550488,1,836,315
565,1721550489,2,146,581
566,1721550490,3,550,863
567,1721550491,4,600,202
568,1721550492,1,747,925
569,1721550493,2,307,482
570,1721550494,3,669,156
571,1721550495,4,926,555
572,1721550496,1,373,962
573,1721550497,2,319,515
574,1721550498,3,623,513
575,1721550499,4,166,743
576,1721550500,1,601,101
577,1721550501,2,755,266
578,1721550502,3,992,550
579,1721550503,4,601,170
580,1721550504,1,390,475
581,1721550505,2,322,481
582,1721550506,3,475,805
583,1721550507,4,310,658
584,1721550508,1,312,902
585,1721550509,2,919,732
586,1721550510,3,181,296
587,1721550511,4,257,455
588,1721550512,1,657,708
589,1721550513,2,914,318
590,1721550514,3,682,574
591,1721550515,4,119,900
592,1721550516,1,478,905
593,1721550517,2,248,812
594,1721550518,3,578,729
595,1721550519,4,374,381
596,1721550520,1,985,724
597,1721550521,2,340,332
598,1721550522,3,753,380
599,1721550523,4,429,841
600,1721550524,1,450,838
601,1721550525,2,810,492
602,1721550526,3,183,670
603,1721550527,4,546,619
604,1721550528,1,266,435
605,1721550529,2,881,881
606,1721550530,3,921,378
607,1721550531,4,88,903
608,1721550532,1,865,587
609,1721550533,2,135,644
610,1721550534,3,736,430
611,1721550535,4,677,740
612,1721550536,1,840,267
613,1721550537,2,890,541
614,1721550538,3,706,942
615,1721550539,4,567,498
616,1721550540,1,548,156
617,1721550541,2,309,603
618,1721550542,3,120,779
619,1721550543,4,948,188
620,1721550544,1,734,950
621,1721550545,2,814,137
622,1721550546,3,779,921
623,1721550547,4,154,675
624,1721550548,1,901,561
625,1721550549,2,690,519
626,1721550550,3,492,443
627,1721550551,4,251,849
628,1721550552,1,738,570
629,1721550553,2,858,686
630,1721550554,3,523,855
631,1721550555,4,403,950
632,1721550556,1,54,405
633,1721550557,2,782,250
634,1721550558,3,566,614
635,1721550559,4,339,448
636,1721550560,1,868,507
637,1721550561,2,898,559
638,1721550562,3,708,722
639,1721550563,4,801,507
640,1721550564,1,999,454
641,1721550565,2,451,116
642,1721550566,3,875,613
643,1721550567,4,778,410
644,1721550568,1,405,550
645,1721550569,2,722,616
646,1721550570,3,602,930
647,1721550571,4,507,159
648,1721550572,1,294,146
649,1721550573,2,424,537
650,1721550574,3,667,124
651,1721550575,4,996,547
652,1721550576,1,633,716
653,1721550577,2,770,196
654,1721550578,3,912,865
655,1721550579,4,438,553
656,1721550580,1,855,553
657,1721550581,2,517,301
658,1721550582,3,370,340
659,1721550583,4,56,341
660,1721550584,1,817,461
661,1721550585,2,131,239
662,1721550586,3,618,575
663,1721550587,4,809,106
664,1721550588,1,882,148
665,1721550589,2,392,686
666,1721550590,3,986,449
667,1721550591,4,619,165
668,1721550592,1,733,287
669,1721550593,2,932,530
670,1721550594,3,987,253
671,1721550595,4,919,251
672,1721550596,1,524,223
673,1721550597,2,522,453
674,1721550598,3,243,638
675,1721550599,4,443,650
676,1721550600,1,787,587
677,1721550601,2,287,914
678,1721550602,3,128,220
679,1721550603,4,462,575
680,1721550604,1,559,421
681,1721550605,2,401,240
682,1721550606,3,690,245
683,1721550607,4,638,170
684,1721550608,1,209,401
685,1721550609,2,828,578
686,1721550610,3,366,460
687,1721550611,4,363,882
688,1721550612,1,214,188
689,1721550613,2,839,388
690,1721550614,3,557,998
691,1721550615,4,913,651
692,1721550616,1,626,625
693,1721550617,2,288,469
694,1721550618,3,853,633
695,1721550619,4,71,577
696,1721550620,1,50,369
697,1721550621,2,533,132
698,1721550622,3,862,118
699,1721550623,4,606,914
700,1721550624,1,946,701
701,1721550625,2,875,567
702,1721550626,3,864,514
703,1721550627,4,104,684
704,1721550628,1,655,900
705,1721550629,2,363,331
706,1721550630,3,86,616
707,1721550631,4,381,417
708,1721550632,1,425,777
709,1721550633,2,612,660
710,1721550634,3,907,884
711,1721550635,4,366,703
712,1721550636,1,692,339
713,1721550637,2,466,178
714,1721550638,3,240,177
715,1721550639,4,67,547
716,1721550640,1,428,538
717,1721550641,2,652,937
718,1721550642,3,85,908
719,1721550643,4,710,873
720,1721550644,1,682,230
721,1721550645,2,916,444
722,1721550646,3,553,816
723,1721550647,4,81,346
724,1721550648,1,954,705
725,1721550649,2,619,606
726,1721550650,3,481,691
727,1721550651,4,529,767
728,1721550652,1,731,121
729,1721550653,2,699,810
730,1721550654,3,923,487
731,1721550655,4,69,718
732,1721550656,1,809,855
733,1721550657,2,581,757
734,1721550658,3,978,708
735,1721550659,4,400,729
736,1721550660,1,98,930
737,1721550661,2,745,544
738,1721550662,3,793,757
739,1721550663,4,490,769
740,1721550664,1,858,788
741,1721550665,2,422,787
742,1721550666,3,573,899
743,1721550667,4,536,651
744,1721550668,1,456,155
745,1721550669,2,999,648
746,1721550670,3,894,155
747,1721550671,4,922,390
748,1721550672,1,979,853
749,1721550673,2,640,516
750,1721550674,3,428,149
751,1721550675,4,639,501
752,1721550676,1,669,140
753,1721550677,2,982,944
754,1721550678,3,330,227
755,1721550679,4,785,643
756,1721550680,1,949,387
757,1721550681,2,466,134
758,1721550682,3,736,982
759,1721550683,4,831,134
760,1721550684,1,697,349
761,1721550685,2,263,151
762,1721550686,3,277,181
763,1721550687,4,588,807
764,1721550688,1,758,203
765,1721550689,2,873,743
766,1721550690,3,549,411
767,1721550691,4,785,672
768,1721550692,1,657,950
769,1721550693,2,465,600
770,1721550694,3,741,759
771,1721550695,4,110,835
772,1721550696,1,203,492
773,1721550697,2,983,900
774,1721550698,3,529,317
775,1721550699,4,485,230
776,1721550700,1,526,935
777,1721550701,2,100,568
778,1721550702,3,980,167
779,1721550703,4,615,404
780,1721550704,1,941,354
781,1721550705,2,985,419
782,1721550706,3,920,628
783,1721550707,4,134,866
784,1721550708,1,789,337
785,1721550709,2,906,150
786,1721550710,3,981,475
787,1721550711,4,772,304
788,1721550712,1,438,998
789,1721550713,2,878,482
790,1721550714,3,355,427
791,1721550715,4,852,988
792,1721550716,1,864,975
793,1721550717,2,57,492
794,1721550718,3,573,706
795,1721550719,4,221,967
796,1721550720,1,703,226
797,1721550721,2,785,909
798,1721550722,3,207,411
799,1721550723,4,753,807
800,1721550724,1,579,605
801,1721550725,2,931,337
802,1721550726,3,574,568
803,1721550727,4,631,974
804,1721550728,1,231,745
805,1721550729,2,420,496
806,1721550730,3,238,740
807,1721550731,4,524,472
808,1721550732,1,993,790
809,1721550733,2,482,718
810,1721550734,3,897,520
811,1721550735,4,760,306
812,1721550736,1,533,391
813,1721550737,2,807,895
814,1721550738,3,104,158
815,1721550739,4,597,351
816,1721550740,1,911,437
817,1721550741,2,539,642
818,1721550742,3,458,462
819,1721550743,4,120,580
820,1721550744,1,814,228
821,1721550745,2,51,718
822,1721550746,3,400,366
823,1721550747,4,581,305
824,1721550748,1,675,940
825,1721550749,2,817,516
826,1721550750,3,997,565
827,1721550751,4,707,881
828,1721550752,1,825,252
829,1721550753,2,758,523
830,1721550754,3,517,708
831,1721550755,4,494,322
832,1721550756,1,116,500
833,1721550757,2,779,953
834,1721550758,3,565,930
835,1721550759,4,458,687
836,1721550760,1,317,556
837,1721550761,2,688,472
838,1721550762,3,446,201
839,1721550763,4,738,652
840,1721550764,1,656,798
841,1721550765,2,577,737
842,1721550766,3,179,333
843,1721550767,4,174,411
844,1721550768,1,783,692
845,1721550769,2,607,694
846,1721550770,3,838,815
847,1721550771,4,219,139
848,1721550772,1,550,121
849,1721550773,2,792,423
850,1721550774,3,506,227
851,1721550775,4,776,658
852,1721550776,1,206,676
853,1721550777,2,462,534
854,1721550778,3,62,775
855,1721550779,4,365,908
856,1721550780,1,707,844
857,1721550781,2,602,942
858,1721550782,3,845,821
859,1721550783,4,559,253
860,1721550784,1,477,680
861,1721550785,2,492,335
862,1721550786,3,857,638
863,1721550787,4,55,242
864,1721550788,1,846,387
865,1721550789,2,601,406
866,1721550790,3,99,267
867,1721550791,4,501,450
868,1721550792,1,731,779
869,1721550793,2,873,346
870,1721550794,3,530,652
871,1721550795,4,617,799
872,1721550796,1,473,637
873,1721550797,2,90,319
874,1721550798,3,826,660
875,1721550799,4,738,456
876,1721550800,1,205,120
877,1721550801,2,844,964
878,1721550802,3,556,142
879,1721550803,4,235,274
880,1721550804,1,242,693
881,1721550805,2,306,596
882,1721550806,3,418,206
883,1721550807,4,853,527
884,1721550808,1,187,961
885,1721550809,2,306,118
886,1721550810,3,797,181
887,1721550811,4,55,251
888,1721550812,1,903,216
889,1721550813,2,803,161
890,1721550814,3,75,356
891,1721550815,4,765,606
892,1721550816,1,974,451
893,1721550817,2,319,989
894,1721550818,3,816,149
895,1721550819,4,874,720
896,1721550820,1,796,168
897,1721550821,2,686,659
898,1721550822,3,294,974
899,1721550823,4,204,257
900,1721550824,1,864,500
901,1721550825,2,73,408
902,1721550826,3,840,845
903,1721550827,4,336,748
904,1721550828,1,242,527
905,1721550829,2,316,803
906,1721550830,3,864,291
907,1721550831,4,848,550
908,1721550832,1,940,405
909,1721550833,2,59,411
910,1721550834,3,560,155
911,1721550835,4,640,882
912,1721550836,1,505,909
913,1721550837,2,269,885
914,1721550838,3,484,687
915,1721550839,4,137,443
916,1721550840,1,393,619
917,1721550841,2,566,680
918,1721550842,3,892,327
919,1721550843,4,107,474
920,1721550844,1,210,178
921,1721550845,2,572,536
922,1721550846,3,593,522
923,1721550847,4,612,360
924,1721550848,1,674,574
925,1721550849,2,269,314
926,1721550850,3,646,154
927,1721550851,4,334,828
928,1721550852,1,561,252
929,1721550853,2,519,364
930,1721550854,3,573,843
931,1721550855,4,381,487
932,1721550856,1,870,139
933,1721550857,2,621,413
934,1721550858,3,197,654
935,1721550859,4,120,334
936,1721550860,1,177,221
937,1721550861,2,385,871
938,1721550862,3,417,473
939,1721550863,4,710,565
940,1721550864,1,337,940
941,1721550865,2,386,332
942,1721550866,3,784,279
943,1721550867,4,89,585
944,1721550868,1,874,579
945,1721550869,2,697,778
946,1721550870,3,312,713
947,1721550871,4,714,127
948,1721550872,1,710,937
949,1721550873,2,165,917
950,1721550874,3,534,904
951,1721550875,4,846,851
952,1721550876,1,411,617
953,1721550877,2,717,724
954,1721550878,3,771,504
955,1721550879,4,860,535
956,1721550880,1,516,172
957,1721550881,2,638,423
958,1721550882,3,578,649
959,1721550883,4,528,953
960,1721550884,1,781,635
961,1721550885,2,234,745
962,1721550886,3,292,409
963,1721550887,4,86,918
964,1721550888,1,468,775
965,1721550889,2,456,784
966,1721550890,3,904,912
967,1721550891,4,451,295
968,1721550892,1,387,758
969,1721550893,2,804,628
970,1721550894,3,415,459
971,1721550895,4,782,105
972,1721550896,1,755,368
973,1721550897,2,529,897
974,1721550898,3,604,572
975,1721550899,4,677,396
976,1721550900,1,702,848
977,1721550901,2,996,306
978,1721550902,3,826,624
979,1721550903,4,676,744
980,1721550904,1,52,917
981,1721550905,2,225,181
982,1721550906,3,880,828
983,1721550907,4,561,289
984,1721550908,1,883,971
985,1721550909,2,368,313
986,1721550910,3,810,171
987,1721550911,4,874,428
988,1721550912,1,695,694
989,1721550913,2,875,146
990,1721550914,3,71,418
991,1721550915,4,911,468
992,1721550916,1,306,612
993,1721550917,2,335,216
994,1721550918,3,583,359
995,1721550919,4,160,137
996,1721550920,1,688,334
997,1721550921,2,555,595
998,1721550922,3,384,379
999,1721550923,4,659,754
1000,1721550924,1,992,281
1001,1721550925,2,987,798
1002,1721550926,3,127,818
1003,1721550927,4,282,172
1004,1721550928,1,438,632
1005,1721550929,2,236,699
1006,1721550930,3,842,309
1007,1721550931,4,456,350
1008,1721550932,1,935,391
1009,1721550933,2,123,132
1010,1721550934,3,147,651
1011,1721550935,4,570,270
1012,1721550936,1,81,925
1013,1721550937,2,592,148
1014,1721550938,3,248,350
1015,1721550939,4,328,716
1016,1721550940,1,94,462
1017,1721550941,2,593,229
1018,1721550942,3,186,499
1019,1721550943,4,271,170
1020,1721550944,1,135,814
1021,1721550945,2,132,999
1022,1721550946,3,687,840
1023,1721550947,4,171,977
1024,1721550948,1,283,130
1025,1721550949,2,188,754
1026,1721550950,3,182,842
1027,1721550951,4,667,350
1028,1721550952,1,558,929
1029,1721550953,2,406,703
1030,1721550954,3,816,720
1031,1721550955,4,587,665
1032,1721550956,1,356,212
1033,1721550957,2,514,411
1034,1721550958,3,351,149
1035,1721550959,4,74,581
1036,1721550960,1,57,824
1037,1721550961,2,476,451
1038,1721550962,3,368,987
1039,1721550963,4,229,640
1040,1721550964,1,303,179
1041,1721550965,2,593,296
1042,1721550966,3,107,755
1043,1721550967,4,228,559
1044,1721550968,1,538,981
1045,1721550969,2,298,726
1046,1721550970,3,532,427
1047,1721550971,4,947,255
1048,1721550972,1,526,359
1049,1721550973,2,357,471
1050,1721550974,3,906,573
1051,1721550975,4,217,101
1052,1721550976,1,528,856
1053,1721550977,2,334,376
1054,1721550978,3,662,953
1055,1721550979,4,128,398
1056,1721550980,1,678,978
1057,1721550981,2,180,835
1058,1721550982,3,570,747
1059,1721550983,4,587,744
1060,1721550984,1,260,361
1061,1721550985,2,756,841
1062,1721550986,3,737,365
1063,1721550987,4,104,284
1064,1721550988,1,985,788
1065,1721550989,2,475,330
1066,1721550990,3,215,138
1067,1721550991,4,530,883
1068,1721550992,1,777,934
