ID,Timestamp,Symbol,Price,Volume
112,112,2,50987,517
113,113,1,50987,17
114,114,2,50987,923
115,115,1,50987,783
116,116,1,50987,290
117,117,1,50987,708
118,118,2,50987,825
119,119,1,50987,640
120,120,2,50988,228
121,121,2,50989,800
122,122,2,50988,14
123,123,2,50987,558
124,124,1,50988,679
125,125,2,50989,669
126,126,1,50990,152
127,127,1,50991,850
128,128,1,50992,780
129,129,1,50992,376
130,130,1,50992,914
131,131,1,50992,721
132,132,1,50992,68
133,133,2,50993,569
134,134,2,50994,30
135,135,1,50994,99
136,136,1,50995,935
137,137,2,50995,296
138,138,1,50995,269
139,139,2,50995,221
140,140,2,50996,940
141,141,2,50997,719
142,142,2,50996,719
143,143,1,50997,781
144,144,1,50997,823
145,145,1,50998,59
146,146,1,50998,719
147,147,2,50998,727
148,148,2,50999,467
149,149,1,51000,200
150,150,2,51001,500
151,151,1,51000,286
152,152,1,51001,763
153,153,1,51001,612
154,154,2,51000,759
155,155,1,51001,673
156,156,1,51001,81
157,157,1,51002,769
158,158,2,51001,208
159,159,2,51000,608
160,160,1,51001,440
161,161,1,51001,297
162,162,2,51000,941
163,163,1,51001,315
164,164,2,51002,478
165,165,1,51002,981
166,166,2,51003,805
167,167,2,51004,792
168,168,2,51005,417
169,169,1,51004,930
170,170,2,51004,279
171,171,2,51005,631
172,172,2,51004,322
173,173,2,51003,670
174,174,1,51004,719
175,175,2,51005,619
176,176,2,51005,287
177,177,2,51004,542
178,178,2,51005,566
179,179,2,51004,412
180,180,1,51004,259
181,181,2,51004,571
182,182,2,51004,971
183,183,1,51004,0
184,184,2,51003,707
185,185,2,51003,152
186,186,1,51002,78
187,187,2,51002,577
188,188,1,51001,500
189,189,1,51002,343
190,190,1,51001,375
191,191,1,51002,16
192,192,1,51002,112
193,193,2,51003,211
194,194,1,51004,312
195,195,1,51003,540
196,196,1,51003,572
197,197,2,51003,364
198,198,2,51003,658
199,199,1,51004,877
200,200,2,51004,477
201,201,1,51005,475
202,202,2,51006,63
203,203,2,51006,367
204,204,2,51006,882
205,205,1,51007,436
206,206,1,51007,713
207,207,1,51006,283
208,208,1,51007,152
209,209,2,51006,93
210,210,1,51006,380
211,211,1,51007,179
212,212,1,51007,959
213,213,1,51008,320
214,214,1,51007,861
215,215,1,51007,564
216,216,2,51008,457
217,217,1,51008,99
218,218,2,51008,563
219,219,2,51007,982
220,220,2,51007,637
221,221,2,51006,68
222,222,2,51007,560
223,223,1,51006,556
224,224,2,51005,623
225,225,1,51006,972
226,226,1,51006,845
227,227,2,51007,101
228,228,2,51007,10
229,229,1,51008,706
230,230,1,51008,452
231,231,2,51009,500
232,232,1,51010,297
233,233,1,51009,789
234,234,2,51010,156
235,235,2,51010,936
236,236,1,51010,497
237,237,2,51010,1000
238,238,2,51010,416
239,239,2,51010,25
240,240,1,51010,33
241,241,1,51010,599
242,242,2,51011,730
243,243,1,51011,890
244,244,2,51011,139
245,245,1,51011,201
246,246,1,51011,987
247,247,1,51011,815
248,248,1,51011,915
249,249,1,51012,504
250,250,2,51013,187
251,251,2,51013,472
252,252,1,51012,981
253,253,1,51012,244
254,254,1,51013,506
255,255,2,51013,695
256,256,2,51013,648
257,257,1,51014,567
258,258,1,51015,736
259,259,1,51015,566
260,260,1,51016,874
261,261,2,51016,62
262,262,1,51017,891
263,263,2,51018,380
264,264,2,51018,934
265,265,2,51019,856
266,266,1,51019,541
267,267,2,51019,459
268,268,1,51020,521
269,269,2,51020,252
270,270,1,51021,127
271,271,2,51021,90
272,272,2,51021,308
273,273,2,51022,18
274,274,2,51022,521
275,275,2,51022,668
276,276,2,51022,10
277,277,2,51021,394
278,278,1,51022,386
279,279,1,51022,9
280,280,2,51023,846
281,281,2,51024,292
282,282,2,51024,115
283,283,1,51025,757
284,284,1,51025,682
285,285,1,51025,190
286,286,2,51025,356
287,287,1,51025,671
288,288,1,51025,527
289,289,1,51025,22
290,290,2,51026,865
291,291,1,51026,759
292,292,1,51026,326
293,293,1,51027,895
294,294,2,51027,507
295,295,2,51027,454
296,296,2,51027,702
297,297,1,51027,754
298,298,2,51027,482
299,299,1,51026,835
300,300,1,51027,519
301,301,2,51027,543
302,302,2,51028,531
303,303,1,51028,977
304,304,2,51028,207
305,305,2,51029,704
306,306,1,51030,645
307,307,1,51030,785
308,308,1,51030,635
309,309,2,51030,331
310,310,2,51030,653
311,311,1,51030,20
312,312,2,51030,668
313,313,2,51030,695
314,314,2,51030,156
315,315,2,51030,207
316,316,2,51030,868
317,317,2,51030,18
318,318,2,51030,176
319,319,2,51031,802
320,320,2,51031,21
321,321,1,51032,594
322,322,2,51031,543
323,323,2,51032,570
324,324,1,51032,514
325,325,2,51032,75
326,326,1,51032,597
327,327,2,51033,147
328,328,1,51033,387
329,329,2,51034,972
330,330,1,51033,455
331,331,2,51034,260
332,332,2,51034,615
333,333,2,51034,572
334,334,2,51035,159
335,335,2,51035,80
336,336,2,51036,90
337,337,2,51036,183
338,338,2,51036,259
339,339,1,51037,334
340,340,2,51036,328
341,341,1,51037,252
342,342,1,51037,603
343,343,2,51038,787
344,344,2,51039,370
345,345,1,51038,595
346,346,2,51038,832
347,347,1,51039,675
348,348,2,51040,556
349,349,2,51040,880
350,350,1,51040,176
351,351,1,51039,664
352,352,2,51040,506
353,353,1,51040,907
354,354,2,51040,350
355,355,2,51039,353
356,356,2,51039,476
357,357,1,51040,41
358,358,2,51039,25
359,359,1,51040,757
360,360,1,51041,341
361,361,2,51041,249
362,362,2,51042,225
363,363,1,51042,673
364,364,1,51043,919
365,365,1,51044,576
366,366,1,51045,293
367,367,1,51045,213
368,368,1,51045,736
369,369,2,51044,235
370,370,2,51044,907
371,371,1,51045,522
372,372,1,51045,28
373,373,1,51044,947
374,374,1,51045,315
375,375,2,51046,847
376,376,2,51045,454
377,377,2,51045,961
378,378,1,51044,173
379,379,1,51043,217
380,380,1,51044,126
381,381,2,51045,144
382,382,2,51045,729
383,383,2,51045,135
384,384,2,51046,741
385,385,2,51046,559
386,386,2,51046,750
387,387,1,51046,846
388,388,2,51047,566
389,389,1,51047,253
390,390,2,51048,421
391,391,1,51048,581
392,392,1,51047,827
393,393,2,51047,835
394,394,2,51048,629
395,395,2,51047,733
396,396,1,51048,520
397,397,2,51049,234
398,398,2,51049,228
399,399,2,51050,485
400,400,1,51051,869
401,401,2,51051,492
402,402,2,51052,981
403,403,2,51053,632
404,404,1,51053,863
405,405,1,51054,253
406,406,2,51054,471
407,407,2,51053,454
408,408,2,51053,929
409,409,2,51054,948
410,410,2,51054,124
411,411,2,51055,920
412,412,2,51056,414
413,413,1,51056,882
414,414,2,51056,1
415,415,2,51056,731
416,416,2,51056,296
417,417,2,51056,20
418,418,1,51056,877
419,419,2,51056,254
420,420,2,51055,772
421,421,2,51056,721
422,422,2,51056,73
423,423,2,51057,264
424,424,1,51058,653
425,425,2,51059,433
426,426,2,51058,495
427,427,2,51059,514
428,428,2,51060,782
429,429,2,51060,946
430,430,2,51061,152
431,431,1,51060,23
432,432,2,51060,885
433,433,2,51061,446
434,434,2,51061,128
435,435,2,51061,540
436,436,2,51061,521
437,437,1,51060,306
438,438,2,51060,281
439,439,2,51060,784
440,440,1,51061,586
441,441,2,51061,188
442,442,2,51062,232
443,443,2,51062,247
444,444,1,51063,773
445,445,2,51064,840
446,446,2,51064,354
447,447,1,51064,905
448,448,2,51064,985
449,449,1,51065,637
450,450,2,51066,82
451,451,1,51065,403
452,452,2,51065,986
453,453,1,51064,603
454,454,2,51064,437
455,455,2,51065,34
456,456,1,51066,471
457,457,1,51065,831
458,458,1,51065,610
459,459,1,51066,389
460,460,2,51066,573
461,461,1,51066,648
462,462,1,51066,383
463,463,2,51067,465
464,464,2,51066,203
465,465,2,51067,92
466,466,1,51067,629
467,467,1,51068,353
468,468,1,51069,33
469,469,2,51069,849
470,470,1,51068,988
471,471,2,51068,386
472,472,2,51068,348
473,473,1,51069,999
474,474,1,51069,600
475,475,2,51070,856
476,476,2,51070,720
477,477,1,51070,606
478,478,1,51070,428
479,479,2,51069,689
480,480,2,51070,298
481,481,2,51071,328
482,482,1,51071,560
483,483,2,51070,474
484,484,1,51070,689
485,485,2,51071,540
486,486,1,51071,592
487,487,2,51070,912
488,488,1,51071,32
489,489,2,51071,662
490,490,1,51071,7
491,491,1,51072,444
492,492,2,51073,142
493,493,2,51073,50
494,494,1,51073,771
495,495,1,51074,250
496,496,2,51074,81
497,497,1,51074,323
498,498,2,51074,507
499,499,2,51075,70
500,500,2,51074,295
501,501,1,51074,78
502,502,2,51074,75
503,503,1,51074,552
504,504,1,51074,208
505,505,1,51073,606
506,506,1,51074,303
507,507,1,51074,50
508,508,2,51075,993
509,509,2,51075,980
510,510,2,51075,486
511,511,2,51076,562
512,512,1,51077,655
513,513,2,51077,720
514,514,2,51078,849
515,515,1,51078,255
516,516,2,51079,182
517,517,2,51079,399
518,518,1,51078,83
519,519,2,51078,815
520,520,1,51077,521
521,521,2,51077,596
522,522,1,51077,399
523,523,2,51077,435
524,524,2,51076,990
525,525,2,51075,679
526,526,1,51076,783
527,527,1,51077,312
528,528,2,51077,546
529,529,2,51078,523
530,530,2,51079,84
531,531,1,51079,761
532,532,1,51079,890
533,533,1,51079,192
534,534,1,51080,145
535,535,1,51080,880
536,536,1,51080,124
537,537,1,51081,500
538,538,1,51081,378
539,539,2,51081,23
540,540,1,51081,26
541,541,1,51082,5
542,542,2,51081,326
543,543,2,51081,420
544,544,1,51080,611
545,545,1,51081,687
546,546,1,51081,362
547,547,2,51081,980
548,548,1,51080,710
549,549,1,51080,846
550,550,2,51081,512
551,551,2,51081,45
552,552,1,51081,818
553,553,2,51082,999
554,554,2,51083,429
555,555,2,51083,502
556,556,1,51084,608
557,557,1,51084,487
558,558,2,51084,439
559,559,2,51084,609
560,560,2,51083,215
561,561,1,51084,440
562,562,1,51085,896
563,563,1,51084,998
564,564,2,51084,743
565,565,2,51085,799
566,566,2,51086,335
567,567,2,51087,330
568,568,1,51086,972
569,569,1,51086,485
570,570,1,51087,184
571,571,2,51087,756
572,572,1,51088,296
573,573,1,51087,788
574,574,1,51088,368
575,575,1,51089,511
576,576,1,51090,134
577,577,2,51090,728
578,578,1,51091,935
579,579,2,51092,771
580,580,2,51092,118
581,581,2,51092,343
582,582,2,51092,221
583,583,2,51093,774
584,584,2,51094,677
585,585,1,51093,264
586,586,2,51094,292
587,587,2,51095,688
588,588,2,51096,31
589,589,1,51096,998
590,590,1,51097,300
591,591,1,51097,583
592,592,2,51097,150
593,593,1,51097,478
594,594,2,51098,881
595,595,2,51099,468
596,596,1,51099,98
597,597,2,51099,434
598,598,1,51100,561
599,599,1,51100,335
600,600,2,51100,542
601,601,1,51101,604
602,602,1,51101,164
603,603,1,51100,531
604,604,1,51100,536
605,605,1,51100,543
606,606,2,51100,558
607,607,1,51101,650
608,608,2,51101,470
609,609,1,51102,96
610,610,1,51102,444
611,611,2,51103,489
612,612,2,51102,718
613,613,1,51103,403
614,614,1,51103,409
615,615,1,51102,350
616,616,1,51101,46
617,617,1,51102,699
618,618,2,51102,618
619,619,1,51103,762
620,620,1,51103,256
621,621,2,51104,737
622,622,2,51103,627
623,623,2,51104,516
624,624,1,51104,386
625,625,2,51104,629
626,626,2,51105,660
627,627,1,51105,240
628,628,2,51105,41
629,629,2,51105,935
630,630,1,51105,698
631,631,1,51105,79
632,632,2,51104,858
633,633,1,51105,879
634,634,1,51104,889
635,635,2,51104,611
636,636,2,51103,355
637,637,2,51103,688
638,638,1,51103,274
639,639,2,51102,43
640,640,1,51102,467
641,641,1,51102,817
642,642,2,51103,759
643,643,1,51102,242
644,644,2,51103,603
645,645,1,51104,660
646,646,2,51104,462
647,647,1,51104,947
648,648,1,51104,750
649,649,1,51104,426
650,650,1,51105,845
651,651,2,51105,969
652,652,1,51106,497
653,653,1,51107,792
654,654,1,51106,422
655,655,2,51106,291
656,656,2,51107,133
657,657,1,51107,932
658,658,1,51106,691
659,659,2,51106,332
660,660,2,51107,400
661,661,1,51107,645
662,662,1,51107,113
663,663,2,51108,91
664,664,2,51107,552
665,665,1,51108,550
666,666,1,51107,390
667,667,2,51107,812
668,668,1,51108,747
669,669,1,51107,893
670,670,1,51108,651
671,671,1,51107,912
672,672,2,51108,776
673,673,1,51108,339
674,674,2,51108,460
675,675,2,51108,781
676,676,1,51108,717
677,677,1,51109,296
678,678,2,51109,198
679,679,1,51109,638
680,680,2,51110,827
681,681,1,51111,528
682,682,1,51111,468
683,683,1,51111,828
684,684,2,51112,644
685,685,2,51113,147
686,686,2,51114,157
687,687,1,51114,367
688,688,1,51113,915
689,689,2,51113,597
690,690,2,51113,104
691,691,1,51114,475
692,692,2,51114,190
693,693,1,51115,223
694,694,1,51115,355
695,695,2,51115,592
696,696,2,51115,530
697,697,1,51116,418
698,698,1,51116,408
699,699,1,51116,483
700,700,1,51116,725
701,701,1,51116,672
702,702,1,51116,564
703,703,1,51117,38
704,704,2,51118,890
705,705,1,51118,229
706,706,2,51118,102
707,707,1,51118,575
708,708,1,51118,469
709,709,2,51119,342
710,710,2,51118,905
711,711,1,51118,195
712,712,1,51119,582
713,713,2,51120,496
714,714,2,51121,335
715,715,1,51121,789
716,716,2,51121,922
717,717,1,51122,86
718,718,2,51122,1
719,719,2,51123,907
720,720,1,51123,950
721,721,1,51124,672
722,722,1,51124,474
723,723,1,51125,964
724,724,1,51125,567
725,725,2,51124,757
726,726,2,51123,773
727,727,2,51122,6
728,728,1,51123,600
729,729,1,51123,734
730,730,2,51122,947
731,731,2,51123,883
732,732,1,51123,895
733,733,1,51122,868
734,734,1,51123,739
735,735,2,51123,300
736,736,1,51122,0
737,737,2,51122,821
738,738,2,51123,111
739,739,1,51123,948
740,740,1,51123,556
741,741,2,51124,837
742,742,2,51124,334
743,743,2,51124,592
744,744,1,51125,147
745,745,2,51126,799
746,746,2,51126,267
747,747,1,51125,910
748,748,2,51125,253
749,749,1,51125,150
750,750,1,51124,453
751,751,1,51124,409
752,752,2,51123,423
753,753,1,51123,183
754,754,1,51122,468
755,755,2,51123,23
756,756,2,51123,230
757,757,1,51123,977
758,758,2,51124,332
759,759,1,51125,689
760,760,1,51125,132
761,761,2,51126,360
762,762,2,51126,489
763,763,2,51126,458
764,764,1,51127,915
765,765,1,51127,184
766,766,1,51128,788
767,767,1,51127,967
768,768,2,51128,375
769,769,1,51128,142
770,770,2,51127,780
771,771,1,51128,277
772,772,2,51128,126
773,773,2,51128,836
774,774,1,51128,322
775,775,2,51128,347
776,776,2,51128,401
777,777,1,51129,735
778,778,1,51128,739
779,779,1,51128,934
780,780,1,51128,807
781,781,2,51129,64
782,782,2,51129,542
783,783,2,51129,737
784,784,2,51130,437
785,785,1,51130,33
786,786,1,51130,251
787,787,2,51130,242
788,788,2,51131,720
789,789,2,51131,419
790,790,1,51132,316
791,791,2,51132,92
792,792,2,51132,896
793,793,2,51133,933
794,794,1,51133,20
795,795,1,51132,172
796,796,2,51133,144
797,797,2,51132,982
798,798,1,51133,173
799,799,1,51133,548
800,800,2,51133,959
801,801,1,51132,827
802,802,2,51133,318
803,803,1,51134,597
804,804,2,51134,30
805,805,1,51135,971
806,806,2,51135,550
807,807,2,51135,253
808,808,2,51135,610
809,809,2,51136,631
810,810,1,51137,651
811,811,1,51138,337
812,812,2,51138,642
813,813,1,51139,476
814,814,2,51139,697
815,815,1,51138,981
816,816,1,51139,706
817,817,1,51138,987
818,818,1,51139,374
819,819,1,51138,230
820,820,2,51138,161
821,821,2,51139,184
822,822,1,51140,129
823,823,1,51140,418
824,824,1,51141,887
825,825,2,51142,601
826,826,1,51142,76
827,827,2,51143,974
828,828,2,51143,215
829,829,2,51142,822
830,830,2,51143,785
831,831,1,51143,443
832,832,2,51143,825
833,833,1,51143,355
834,834,1,51143,130
835,835,1,51143,526
836,836,1,51143,514
837,837,2,51144,222
838,838,1,51144,604
839,839,2,51145,119
840,840,1,51144,977
841,841,1,51144,806
842,842,1,51144,250
843,843,2,51144,757
844,844,2,51143,727
845,845,1,51143,379
846,846,2,51143,127
847,847,2,51144,98
848,848,1,51145,751
849,849,1,51145,316
850,850,1,51145,878
851,851,1,51145,592
852,852,1,51145,556
853,853,2,51145,952
854,854,2,51146,576
855,855,2,51145,507
856,856,1,51146,234
857,857,2,51146,139
858,858,1,51146,419
859,859,1,51146,548
860,860,1,51147,29
861,861,1,51146,238
862,862,1,51146,16
863,863,1,51147,18
864,864,1,51148,476
865,865,1,51148,491
866,866,1,51148,450
867,867,2,51148,255
868,868,2,51147,163
869,869,1,51148,870
870,870,2,51149,206
871,871,1,51148,975
872,872,1,51149,412
873,873,1,51149,376
874,874,2,51149,380
875,875,2,51150,117
876,876,1,51151,999
877,877,2,51152,797
878,878,1,51151,502
879,879,1,51152,525
880,880,1,51153,737
881,881,2,51154,214
882,882,2,51154,752
883,883,1,51155,230
884,884,1,51155,568
885,885,1,51155,949
886,886,1,51156,642
887,887,2,51157,535
888,888,2,51157,68
889,889,2,51157,170
890,890,1,51158,230
891,891,2,51158,150
892,892,2,51159,908
893,893,2,51160,78
894,894,1,51159,836
895,895,2,51159,55
896,896,1,51158,758
897,897,1,51158,423
898,898,2,51158,499
899,899,2,51159,150
900,900,1,51159,665
901,901,1,51160,695
902,902,1,51159,224
903,903,2,51159,316
904,904,1,51159,674
905,905,2,51159,582
906,906,2,51159,430
907,907,1,51160,620
908,908,2,51160,88
909,909,1,51161,993
910,910,1,51161,887
911,911,1,51161,122
912,912,2,51162,442
913,913,2,51161,38
914,914,2,51162,891
915,915,1,51163,79
916,916,1,51163,929
917,917,2,51163,619
918,918,2,51162,186
919,919,2,51162,448
920,920,1,51163,269
921,921,1,51163,240
922,922,2,51164,791
923,923,2,51164,158
924,924,1,51164,847
925,925,1,51164,516
926,926,2,51164,738
927,927,2,51165,884
928,928,2,51164,32
929,929,1,51165,856
930,930,1,51166,623
931,931,1,51166,831
932,932,1,51166,379
933,933,2,51166,846
934,934,1,51167,278
935,935,2,51168,690
936,936,1,51169,436
937,937,1,51169,51
938,938,2,51169,599
939,939,2,51170,571
940,940,2,51169,216
941,941,2,51168,447
942,942,1,51168,43
943,943,2,51167,586
944,944,1,51167,280
945,945,2,51168,894
946,946,1,51168,584
947,947,1,51169,294
948,948,2,51168,172
949,949,2,51169,826
950,950,1,51168,692
951,951,1,51169,980
952,952,1,51169,801
953,953,2,51170,67
954,954,2,51171,934
955,955,2,51171,769
956,956,2,51171,765
957,957,1,51171,729
958,958,2,51171,635
959,959,2,51171,536
960,960,1,51171,556
961,961,1,51172,116
962,962,1,51172,839
963,963,1,51173,160
964,964,2,51173,867
965,965,1,51174,114
966,966,2,51174,245
967,967,1,51174,868
968,968,2,51174,370
969,969,1,51173,521
970,970,1,51174,968
971,971,2,51173,581
972,972,2,51173,233
973,973,1,51173,877
974,974,2,51173,67
975,975,1,51173,544
976,976,1,51172,106
977,977,2,51171,11
978,978,1,51172,44
979,979,2,51172,874
980,980,1,51173,235
981,981,2,51173,32
982,982,2,51174,91
983,983,2,51174,303
984,984,2,51174,288
985,985,2,51174,953
986,986,1,51174,93
987,987,2,51175,893
988,988,2,51175,215
989,989,1,51176,729
990,990,1,51177,896
991,991,1,51177,641
992,992,2,51177,162
993,993,1,51176,771
994,994,2,51177,75
995,995,2,51176,71
996,996,2,51176,652
997,997,2,51175,178
998,998,1,51175,335
999,999,1,51175,708
1000,1000,1,51176,76
1001,1001,2,51175,138
1002,1002,2,51174,744
1003,1003,2,51174,797
1004,1004,2,51174,895
1005,1005,1,51173,63
1006,1006,2,51173,490
1007,1007,1,51173,263
1008,1008,1,51173,391
1009,1009,1,51173,613
1010,1010,1,51173,531
1011,1011,1,51173,539
1012,1012,1,51173,712
1013,1013,2,51173,642
1014,1014,1,51173,745
1015,1015,2,51173,81
1016,1016,1,51174,214
1017,1017,2,51174,939
1018,1018,2,51174,995
1019,1019,1,51174,698
1020,1020,1,51175,894
1021,1021,1,51175,566
1022,1022,1,51176,924
1023,1023,2,51176,826
1024,1024,1,51176,611
1025,1025,2,51176,808
1026,1026,1,51177,317
1027,1027,2,51177,803
1028,1028,2,51177,413
1029,1029,1,51177,596
1030,1030,1,51176,315
1031,1031,2,51177,352
1032,1032,2,51177,936
1033,1033,2,51177,35
1034,1034,1,51178,579
1035,1035,1,51179,505
1036,1036,1,51179,945
1037,1037,2,51179,775
1038,1038,1,51178,927
1039,1039,2,51178,308
1040,1040,1,51179,112
1041,1041,1,51179,205
1042,1042,2,51180,750
1043,1043,1,51180,623
1044,1044,2,51181,637
1045,1045,2,51181,79
1046,1046,2,51181,276
1047,1047,2,51181,614
1048,1048,1,51181,759
1049,1049,2,51182,690
1050,1050,2,51182,575
1051,1051,2,51183,550
1052,1052,2,51183,148
1053,1053,1,51184,843
1054,1054,1,51184,813
1055,1055,1,51183,979
1056,1056,2,51183,704
1057,1057,1,51183,926
1058,1058,1,51183,501
1059,1059,1,51183,351
1060,1060,1,51182,599
1061,1061,2,51182,969
1062,1062,1,51183,562
1063,1063,1,51182,316
1064,1064,2,51183,126
1065,1065,1,51183,249
1066,1066,1,51182,408
1067,1067,2,51182,41
1068,1068,1,51182,139
1069,1069,2,51182,123
1070,1070,2,51183,262
1071,1071,2,51183,254
1072,1072,2,51183,74
1073,1073,1,51183,837
1074,1074,2,51184,623
1075,1075,2,51184,733
1076,1076,2,51183,458
1077,1077,2,51184,254
1078,1078,2,51183,694
1079,1079,1,51183,625
1080,1080,2,51184,908
1081,1081,2,51183,87
1082,1082,1,51183,580
1083,1083,2,51184,99
1084,1084,2,51184,253
1085,1085,2,51184,706
1086,1086,1,51184,106
1087,1087,1,51184,4
1088,1088,1,51183,740
1089,1089,1,51184,86
1090,1090,1,51184,525
1091,1091,2,51185,872
1092,1092,1,51185,335
1093,1093,2,51186,639
1094,1094,1,51186,776
1095,1095,2,51186,916
1096,1096,1,51185,332
1097,1097,1,51185,987
1098,1098,1,51185,389
1099,1099,2,51184,715
1100,1100,2,51185,591
1101,1101,1,51184,772
1102,1102,1,51184,137
1103,1103,2,51184,510
1104,1104,1,51184,762
1105,1105,1,51183,606
1106,1106,1,51184,68
1107,1107,1,51185,880
1108,1108,2,51184,427
1109,1109,2,51183,716
1110,1110,1,51183,555
1111,1111,2,51184,780
1112,1112,1,51185,137
1113,1113,2,51185,207
1114,1114,1,51185,351
1115,1115,1,51185,95
1116,1116,1,51186,119
1117,1117,1,51186,530
1118,1118,2,51186,594
1119,1119,2,51186,198
1120,1120,2,51187,203
1121,1121,1,51187,56
1122,1122,2,51186,42
1123,1123,1,51186,303
1124,1124,1,51185,341
1125,1125,1,51185,105
1126,1126,1,51185,995
1127,1127,2,51185,354
1128,1128,1,51186,586
1129,1129,1,51185,597
1130,1130,2,51186,158
1131,1131,1,51186,691
1132,1132,2,51187,220
1133,1133,1,51186,593
1134,1134,2,51185,499
1135,1135,1,51185,515
1136,1136,1,51185,204
1137,1137,1,51186,746
1138,1138,1,51187,542
1139,1139,1,51187,571
1140,1140,1,51187,352
1141,1141,2,51187,225
1142,1142,1,51187,167
1143,1143,2,51187,435
1144,1144,2,51187,962
1145,1145,2,51187,470
1146,1146,2,51187,617
1147,1147,2,51187,573
1148,1148,1,51187,334
1149,1149,1,51187,615
1150,1150,1,51188,874
1151,1151,1,51187,151
1152,1152,2,51186,111
1153,1153,2,51186,991
1154,1154,1,51186,363
1155,1155,2,51186,533
1156,1156,2,51186,974
1157,1157,2,51187,668
1158,1158,2,51187,102
1159,1159,2,51188,944
1160,1160,1,51188,449
1161,1161,2,51188,570
1162,1162,2,51188,156
1163,1163,2,51189,13
1164,1164,1,51189,813
1165,1165,1,51189,239
1166,1166,1,51190,653
1167,1167,2,51190,30
1168,1168,1,51190,119
1169,1169,2,51191,56
1170,1170,1,51192,888
1171,1171,1,51192,950
1172,1172,1,51193,634
1173,1173,2,51193,99
1174,1174,1,51194,267
1175,1175,2,51194,352
1176,1176,2,51194,992
1177,1177,1,51195,412
1178,1178,1,51195,207
1179,1179,1,51195,2
1180,1180,1,51196,980
1181,1181,1,51196,357
1182,1182,1,51197,125
1183,1183,2,51196,816
1184,1184,2,51197,347
1185,1185,1,51198,775
1186,1186,2,51199,377
1187,1187,2,51198,520
1188,1188,1,51199,33
1189,1189,2,51199,998
1190,1190,1,51200,962
1191,1191,2,51200,620
1192,1192,1,51201,175
1193,1193,1,51201,692
1194,1194,2,51201,267
1195,1195,1,51202,88
1196,1196,1,51202,941
1197,1197,2,51202,862
1198,1198,2,51203,235
1199,1199,1,51202,600
1200,1200,2,51202,122
1201,1201,1,51202,600
1202,1202,2,51202,18
1203,1203,2,51203,432
1204,1204,2,51204,213
1205,1205,2,51204,693
1206,1206,2,51205,430
1207,1207,1,51205,711
1208,1208,1,51205,671
1209,1209,2,51206,499
1210,1210,2,51206,935
1211,1211,2,51207,651
1212,1212,2,51207,105
1213,1213,2,51207,36
1214,1214,1,51208,949
1215,1215,2,51207,981
1216,1216,2,51206,609
1217,1217,1,51207,522
1218,1218,2,51207,308
1219,1219,2,51207,245
1220,1220,1,51208,47
1221,1221,2,51209,129
1222,1222,2,51209,272
1223,1223,1,51210,20
1224,1224,1,51209,851
1225,1225,2,51209,996
1226,1226,2,51209,283
1227,1227,1,51209,204
